"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Aerosmith","Sara","F","6","Johnson","319.73832","paid","Winston-Salem, NC","411","Crazy","95"
"Zac Brown Band","Kate","F","55","Harrell","197.53751","paid","Lansing-East Lansing, MI","537","Different Kind Of Fine (Album)","97"
"Slightly Stoopid","Jacqueline","F","13","Lynch","204.59057","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bandelero","29"
"Jack Johnson","Kate","F","56","Harrell","173.42649","paid","Lansing-East Lansing, MI","537","Wrong Turn","97"
"Creedence Clearwater Revival","Jacqueline","F","14","Lynch","141.60934","paid","Atlanta-Sandy Springs-Roswell, GA","556","Bad Moon Rising","29"
"Erin Bode","Sara","F","7","Johnson","252.05506","paid","Winston-Salem, NC","411","Here_ There And Everywhere","95"
"Limi-T 21","Jacqueline","F","15","Lynch","210.70322","paid","Atlanta-Sandy Springs-Roswell, GA","556","Estoy Enamorado De Ella (Salsa)","29"
"Static-X","Kate","F","57","Harrell","266.47465","paid","Lansing-East Lansing, MI","537","The Trance Is The Motion [Live]","97"
"Cage The Elephant","Sara","F","8","Johnson","175.12444","paid","Winston-Salem, NC","411","Ain't No Rest For The Wicked (Original Version)","95"
"Kollaa KestÃÂ¤ÃÂ¤","Jacqueline","F","16","Lynch","101.19791","paid","Atlanta-Sandy Springs-Roswell, GA","556","Musti Sotakoira (2007 Digital Remaster)","29"
"Jacky Terrasson","Jacqueline","F","17","Lynch","342.7522","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Jardin d'Hiver","29"
"Arthur Conley","Sara","F","9","Johnson","140.69506","paid","Winston-Salem, NC","411","Sweet Soul Music (Single/LP Version)","95"
"Five Finger Death Punch","Sara","F","10","Johnson","200.17587","paid","Winston-Salem, NC","411","Stranger than Fiction","95"
"Yann Tiersen","Jacqueline","F","18","Lynch","267.78077","paid","Atlanta-Sandy Springs-Roswell, GA","556","Le Moulin","29"
"Vampire Weekend","Sara","F","11","Johnson","159.81669","paid","Winston-Salem, NC","411","I Stand Corrected (Album)","95"
"BjÃÂ¶rk","Sara","F","12","Johnson","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Bananarama","Jacqueline","F","19","Lynch","219.0624","paid","Atlanta-Sandy Springs-Roswell, GA","556","Venus","29"
"Red Hot Chili Peppers","Jacqueline","F","20","Lynch","334.65424","paid","Atlanta-Sandy Springs-Roswell, GA","556","Snow [Hey Oh] (Album Version)","29"
"The Adverts","Sara","F","13","Johnson","122.09587","paid","Winston-Salem, NC","411","We Who Wait (Single)","95"
"She & Him","Sara","F","14","Johnson","162.66404","paid","Winston-Salem, NC","411","Sweet Darlin'","95"
"Florence + The Machine","Sara","F","15","Johnson","219.66322","paid","Winston-Salem, NC","411","Dog Days Are Over (Radio Edit)","95"
"The Police","Jacqueline","F","22","Lynch","265.79546","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Bed's Too Big Without You","29"
"The Cinematic Orchestra feat. Lou Rhodes","Sara","F","16","Johnson","522.68363","paid","Winston-Salem, NC","411","Time and Space","95"
"Spacehog","Jacqueline","F","23","Lynch","299.49342","paid","Atlanta-Sandy Springs-Roswell, GA","556","In The Meantime (LP Version)","29"
"Owl City","Jacqueline","F","24","Lynch","231.67955","paid","Atlanta-Sandy Springs-Roswell, GA","556","Vanilla Twilight","29"
"Dead Kennedys","Sara","F","17","Johnson","160.78322","paid","Winston-Salem, NC","411","Too Drunk to Fuck","95"
"The Game","Jacqueline","F","25","Lynch","157.88363","paid","Atlanta-Sandy Springs-Roswell, GA","556","No More Fun And Games","29"
"Kid Cudi","Sara","F","18","Johnson","259.00363","paid","Winston-Salem, NC","411","Cudi Zone","95"
"M. Pokora","Jacqueline","F","26","Lynch","198.29506","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danse Pour Moi","29"
"Kanye West","Jacqueline","F","27","Lynch","237.47873","paid","Atlanta-Sandy Springs-Roswell, GA","556","Flashing Lights","29"
"Five Iron Frenzy","Sara","F","19","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"Pearl Jam","Jacqueline","F","28","Lynch","67.44771","paid","Atlanta-Sandy Springs-Roswell, GA","556","Encore Break","29"
"Les MisÃÂ©rables - 10th Anniversary Concert","Sara","F","20","Johnson","128.05179","paid","Winston-Salem, NC","411","Lovely Ladies","95"
"Wayne Newton","Jacqueline","F","30","Lynch","154.74893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danke Schoen","29"
"Rage Against The Machine","Sara","F","22","Johnson","319.50322","paid","Winston-Salem, NC","411","Bulls On Parade","95"
"Yeasayer","Jacqueline","F","31","Lynch","299.38893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Love Me Girl","29"
"Alceu ValenÃÂ§a","Sara","F","23","Johnson","162.58567","paid","Winston-Salem, NC","411","Recado Falado (MetrÃÂ´ Da Saudade)","95"
"Plain White T's","Jacqueline","F","32","Lynch","232.202","paid","Atlanta-Sandy Springs-Roswell, GA","556","Hey There Delilah","29"
"Maxwell","Sara","F","24","Johnson","255.242","paid","Winston-Salem, NC","411","Pretty Wings","95"
"Death Cab for Cutie","Jacqueline","F","33","Lynch","136.12363","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Sound of Settling (Album Version)","29"
"Smile Empty Soul","Sara","F","25","Johnson","218.61832","paid","Winston-Salem, NC","411","Bottom of a Bottle (Explicit Album Version)","95"
"Usher","Jacqueline","F","34","Lynch","252.96934","paid","Atlanta-Sandy Springs-Roswell, GA","556","You'll Be In My Heart","29"
"Corona","Sara","F","26","Johnson","264.202","paid","Winston-Salem, NC","411","The Rhythm Of The Night","95"
"Daisuke Miyatani","Jacqueline","F","35","Lynch","231.23546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Summer Child","29"
"Eddie Vedder","Sara","F","27","Johnson","199.23546","paid","Winston-Salem, NC","411","End Of The Road","95"
"FM Static","Jacqueline","F","36","Lynch","182.41261","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boy Meets Girl (And Vice Versa)","29"
"Young Money featuring Lloyd","Kaleb","M","0","Cook","196.33587","free","Yuba City, CA","364","BedRock (Radio Edit) (feat.Lloyd)","54"
"Jukebox The Ghost","Sara","F","28","Johnson","254.30159","paid","Winston-Salem, NC","411","Good Day","95"
"Johnny Bristol","Kaleb","M","1","Cook","198.1122","free","Yuba City, CA","364","Hang On In There Baby","54"
"Tegan And Sara","Sara","F","29","Johnson","141.50485","paid","Winston-Salem, NC","411","Call It Off (Album Version)","95"
"Dead Poetic","Sara","F","30","Johnson","246.38649","paid","Winston-Salem, NC","411","Dimmer Light","95"
"Howard Jones","Sara","F","31","Johnson","274.31138","paid","Winston-Salem, NC","411","Dig This Well Deep","95"
"Mohsen Namjoo","Sara","F","32","Johnson","395.15383","paid","Winston-Salem, NC","411","Toranj","95"
"the bird and the bee","Sara","F","33","Johnson","246.59546","paid","Winston-Salem, NC","411","Love Letter To Japan","95"
"Esa Pakarinen","Sara","F","34","Johnson","141.66159","paid","Winston-Salem, NC","411","Hullu mies hullu","95"
"Linkin Park","Sara","F","35","Johnson","268.61669","paid","Winston-Salem, NC","411","New Divide (Album Version)","95"
"Lil Wayne / Bobby Valentino / Kidd Kidd","Jayden","F","1","Duffy","286.95465","free","Seattle-Tacoma-Bellevue, WA","509","Mrs. Officer","76"
"The Buggles","Sara","F","36","Johnson","198.08608","paid","Winston-Salem, NC","411","Video Killed The Radio Star","95"
"Roberto Torres","Jayden","F","2","Duffy","237.84444","free","Seattle-Tacoma-Bellevue, WA","509","La Muy_ Muy","76"
"Frumpies","Sara","F","37","Johnson","134.47791","paid","Winston-Salem, NC","411","Fuck Kitty","95"
"Francisca Valenzuela","Sara","F","39","Johnson","212.84526","paid","Winston-Salem, NC","411","Afortunada","95"
"The Killers","Jayden","F","3","Duffy","218.85342","free","Seattle-Tacoma-Bellevue, WA","509","This Is Your Life","76"
"Lil Wayne / Eminem","Sara","F","40","Johnson","229.58975","paid","Winston-Salem, NC","411","Drop The World","95"
"The All-American Rejects","Jayden","F","4","Duffy","238.86322","free","Seattle-Tacoma-Bellevue, WA","509","Move Along","76"
"City And Colour","Sara","F","41","Johnson","228.54485","paid","Winston-Salem, NC","411","Confessions","95"
"Of Montreal","Martin","M","0","Johnson","271.38567","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Faberge Falls For Shuggie","55"
"Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown","Sara","F","42","Johnson","201.61261","paid","Winston-Salem, NC","411","The Star Shines","95"
"Sniff 'n' The Tears","Sara","F","43","Johnson","220.89098","paid","Winston-Salem, NC","411","Driver's Seat","95"
"OneRepublic","Martin","M","1","Johnson","230.63465","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Say (All I Need)","55"
"Jack Johnson","Sara","F","44","Johnson","212.68853","paid","Winston-Salem, NC","411","Breakdown","95"
"Collie Buddz","Martin","M","2","Johnson","224.91383","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","..Come Around","55"
"The All-American Rejects","Sara","F","45","Johnson","194.55955","paid","Winston-Salem, NC","411","Dirty Little Secret","95"
"Salvador","Martin","M","3","Johnson","250.67057","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Find The Reason (Album Version)","55"
"The Dresden Dolls","Sara","F","46","Johnson","286.40608","paid","Winston-Salem, NC","411","Coin-Operated Boy","95"
"The Verve","Martin","M","5","Johnson","360.25424","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Bitter Sweet Symphony","55"
"The fFormula","Sara","F","47","Johnson","239.96036","paid","Winston-Salem, NC","411","Cold Blooded (Acid Cleanse)","95"
"Brad Paisley","Sara","F","48","Johnson","256.10404","paid","Winston-Salem, NC","411","Then","95"
"Sick Of It All","Sara","F","49","Johnson","52.32281","paid","Winston-Salem, NC","411","Clobberin' Time","95"
"The Killers","Sara","F","50","Johnson","206.10567","paid","Winston-Salem, NC","411","Why Don't You Find Out For Yourself","95"
"Edward Sharpe & The Magnetic Zeros","Sara","F","52","Johnson","306.31138","paid","Winston-Salem, NC","411","Home","95"
"Leona Lewis","Sara","F","53","Johnson","203.88526","paid","Winston-Salem, NC","411","Forgive Me","95"
"Cream","Sara","F","55","Johnson","166.71302","paid","Winston-Salem, NC","411","Tales Of Brave Ulysses","95"
"BeyoncÃÂ©","Sara","F","56","Johnson","261.74649","paid","Winston-Salem, NC","411","Halo","95"
"Matthew Jay","Sara","F","57","Johnson","220.62975","paid","Winston-Salem, NC","411","Become Yourself","95"
"Reel Big Fish","Sara","F","58","Johnson","64.67873","paid","Winston-Salem, NC","411","Another F.U. Song (Album)","95"
"Talib Kweli","Sara","F","59","Johnson","187.74159","paid","Winston-Salem, NC","411","Eat To Live (Amended Version)","95"
"PJ Harvey","Sara","F","60","Johnson","64.88771","paid","Winston-Salem, NC","411","No Child Of Mine","95"
"Wet Wet Wet","Sara","F","61","Johnson","219.81995","paid","Winston-Salem, NC","411","Goodnight Girl","95"
"Lifehouse","Sara","F","62","Johnson","236.25098","paid","Winston-Salem, NC","411","All In","95"
"Bram Vermeulen","Sara","F","63","Johnson","251.42812","paid","Winston-Salem, NC","411","Mamma","95"
"BjÃÂ¶rk","Sara","F","64","Johnson","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Cat Stevens","Sara","F","65","Johnson","231.60118","paid","Winston-Salem, NC","411","Where Do The Children Play?","95"
"El Coyote Y Su Banda Tierra Santa","Sara","F","66","Johnson","190.51057","paid","Winston-Salem, NC","411","Me Voy A Ir","95"
"22-20s","Sara","F","67","Johnson","237.16526","paid","Winston-Salem, NC","411","Such A Fool","95"
"Telepopmusik","Sara","F","68","Johnson","332.95628","paid","Winston-Salem, NC","411","Love Can Damage Your Health","95"
"Arthur & Yu","Sara","F","69","Johnson","162.61179","paid","Winston-Salem, NC","411","The Ghost Of Old Bull Lee","95"
"Five Iron Frenzy","Sara","F","70","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"The Notorious B.I.G.","Sara","F","71","Johnson","204.66893","paid","Winston-Salem, NC","411","Ten Commandments (Amended Version)","95"
"Explosions In The Sky","Adelyn","F","0","Jordan","497.47546","free","Chicago-Naperville-Elgin, IL-IN-WI","458","Your Hand In Mine","7"
"Paul Van Dyk Featuring Jessica Sutta","Layla","F","0","Griffin","425.66485","paid","Lake Havasu City-Kingman, AZ","672","White Lies (Dave Spoon Remix)","24"
"Tim Hughes","Layla","F","1","Griffin","323.47383","paid","Lake Havasu City-Kingman, AZ","672","God of Justice","24"
"David Cassidy & The Partridge Family","Layla","F","2","Griffin","227.73506","paid","Lake Havasu City-Kingman, AZ","672","I'll Meet You Halfway","24"
"Snow Patrol","Layla","F","3","Griffin","200.93342","paid","Lake Havasu City-Kingman, AZ","672","Crack The Shutters","24"
"Third Eye Blind","Layla","F","4","Griffin","347.11465","paid","Lake Havasu City-Kingman, AZ","672","Darwin","24"
"HYPOCRISY","Layla","F","5","Griffin","331.38893","paid","Lake Havasu City-Kingman, AZ","672","The Quest","24"
"Peccatum","Layla","F","6","Griffin","283.0624","paid","Lake Havasu City-Kingman, AZ","672","And Pray For Me","24"
"Justyna Steczkowska","Layla","F","7","Griffin","333.53098","paid","Lake Havasu City-Kingman, AZ","672","Noc...","24"
"Bloc Party","Layla","F","8","Griffin","259.36934","paid","Lake Havasu City-Kingman, AZ","672","Your Visits Are Getting Shorter","24"
"Temprees","Layla","F","9","Griffin","177.34485","paid","Lake Havasu City-Kingman, AZ","672","At Last","24"
"Mickie Krause","Layla","F","10","Griffin","204.17261","paid","Lake Havasu City-Kingman, AZ","672","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","24"
"Foolish Things","Layla","F","11","Griffin","266.86649","paid","Lake Havasu City-Kingman, AZ","672","Who Can Compare","24"
"Bersuit Vergarabat","Layla","F","12","Griffin","289.30567","paid","Lake Havasu City-Kingman, AZ","672","Hecho En Buenos Aires","24"
"ManÃÂ¡","Layla","F","13","Griffin","262.81751","paid","Lake Havasu City-Kingman, AZ","672","Mariposa traicionera","24"
"Newton Faulkner","Layla","F","14","Griffin","190.04036","paid","Lake Havasu City-Kingman, AZ","672","Feels Like Home","24"
"BjÃÂ¶rk","Layla","F","15","Griffin","260.25751","paid","Lake Havasu City-Kingman, AZ","672","Come To Me","24"
"Olivia Newton-John","Layla","F","16","Griffin","132.23138","paid","Lake Havasu City-Kingman, AZ","672","Hochmah (Interlude)","24"
"David Byrne & Fatboy Slim feat. Charmaine Clamor","Layla","F","17","Griffin","238.65424","paid","Lake Havasu City-Kingman, AZ","672","Walk Like A Woman (Album Version)","24"
"Lords Of The New Church","Layla","F","18","Griffin","182.36036","paid","Lake Havasu City-Kingman, AZ","672","Girls Girls Girls","24"
"Harry Chapin","Layla","F","19","Griffin","406.15138","paid","Lake Havasu City-Kingman, AZ","672","Taxi  (LP Version)","24"
"Jimmy Eat World","Layla","F","20","Griffin","166.00771","paid","Lake Havasu City-Kingman, AZ","672","The Middle","24"
"Now It's Overhead","Layla","F","21","Griffin","267.04934","paid","Lake Havasu City-Kingman, AZ","672","Profile (Album Version)","24"
"BjÃÂ¶rk","Layla","F","22","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","672","Undo","24"
"THE CHIFFONS","Layla","F","23","Griffin","124.682","paid","Lake Havasu City-Kingman, AZ","672","I Have A Boyfriend","24"
"BeyoncÃÂ©","Layla","F","24","Griffin","293.14567","paid","Lake Havasu City-Kingman, AZ","672","Dangerously In Love","24"
"Roxy Music","Layla","F","25","Griffin","269.5571","paid","Lake Havasu City-Kingman, AZ","672","More Than This","24"
"Tokio Hotel","Layla","F","26","Griffin","191.89506","paid","Lake Havasu City-Kingman, AZ","672","Nach dir kommt nichts","24"
"Coldplay","Layla","F","27","Griffin","274.41587","paid","Lake Havasu City-Kingman, AZ","672","One I Love","24"
"Lou Gramm","Kevin","M","3","Arellano","296.17587","free","Harrisburg-Carlisle, PA","676","Just Between You And Me (Remastered LP Version)","66"
"Aesop Rock","Layla","F","28","Griffin","272.24771","paid","Lake Havasu City-Kingman, AZ","672","One Brick","24"
"The Mars Volta","Layla","F","29","Griffin","426.00444","paid","Lake Havasu City-Kingman, AZ","672","Drunkship Of Lanterns","24"
"Jonna Tervomaa","Layla","F","30","Griffin","219.97669","paid","Lake Havasu City-Kingman, AZ","672","Kaiken se kÃÂ¤rsii","24"
"Kings Of Leon","Layla","F","31","Griffin","231.81016","paid","Lake Havasu City-Kingman, AZ","672","Use Somebody","24"
"LMFAO / Lil Jon","Layla","F","32","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","672","Shots","24"
"Global Deejays Feat. Rozalla","Jordan","F","0","Hicks","398.52363","free","Salinas, CA","684","EverybodyÃÂ´s Free","37"
"Ratt","Layla","F","33","Griffin","195.86567","paid","Lake Havasu City-Kingman, AZ","672","Scratch That Itch (LP Version)","24"
"Kings Of Leon","Layla","F","34","Griffin","201.79546","paid","Lake Havasu City-Kingman, AZ","672","Revelry","24"
"N.E.R.D.","Layla","F","35","Griffin","259.23873","paid","Lake Havasu City-Kingman, AZ","672","Rock Star","24"
"Future Rock","Lily","F","0","Koch","239.90812","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Gears","15"
"Pride Tiger","Layla","F","36","Griffin","215.77098","paid","Lake Havasu City-Kingman, AZ","672","The Lucky Ones","24"
"Lady GaGa / Colby O'Donis","Layla","F","37","Griffin","238.54975","paid","Lake Havasu City-Kingman, AZ","672","Just Dance","24"
"Linkin Park","Lily","F","1","Koch","216.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","In The End (Album Version)","15"
"Rapper K","Lily","F","2","Koch","328.51546","paid","Chicago-Naperville-Elgin, IL-IN-WI","612","Moving Forward (feat. Late_ M.E.N.I.S. & Caper)","15"
"Nevermore","Layla","F","38","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","672","I Am The Dog","24"
